X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,FID
-79.20763789,43.74785193,80546795,6001334259,2016,2016-07-29T04:00:00.000Z,1825,18,KINGSTON RD,GUILDCREST DR, ,Major Arterial,Scarborough,43.74785193,-79.20763789,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,48,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , ,Yes, , , ,Yes, , , ,D43,Scarborough East (43),43,140,Guildwood (140),326
-79.24369029,43.73764538,5307141,1012986,2008,2008-01-05T05:00:00.000Z,1826,18,EGLINTON AVE E,OSWEGO RD, ,Major Arterial,Scarborough,43.73764538,-79.24369029,Intersection, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,1,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D43,Scarborough Southwest (35),35,138,Eglinton East (138),327
-79.61130915,43.720599730000011,80546945,6001378926,2016,2016-08-05T04:00:00.000Z,1829,18,REXDALE BLVD,HUMBERWOOD BLVD, ,Major Arterial,Etobicoke York,43.72059973,-79.61130915,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,25 to 29,Fatal,51,East,Motorcycle,Going Ahead,Lost control,Unknown, , , , , , , , , ,Yes,Yes, , , , , , , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),328
-79.28767786,43.76419028,80609326,7000045777,2017,2017-01-08T05:00:00.000Z,1829,18,ELLESMERE RD,MONDEO DR, ,Major Arterial,Scarborough,43.76419028,-79.28767786,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,2,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Centre (37),37,126,Dorset Park (126),329
-79.307290290000012,43.74264538,6806195,1267274,2011,2011-12-02T05:00:00.000Z,1830,18,LAWRENCE AVE E,TOWNLEY AVE, ,Major Arterial,Scarborough,43.74264538,-79.30729029,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,33,South,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Centre (37),37,119,Wexford/Maryvale (119),330
-79.255756479999988,43.7835842,80545161,6001183781,2016,2016-07-06T04:00:00.000Z,1831,18,401 C W MCCOWAN N RAMP RD,MCCOWAN RD, ,Major Arterial,Scarborough,43.7835842,-79.25575648,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,40 to 44,Fatal,42,West,Motorcycle,Going Ahead,Lost control,Unknown, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,D42,Scarborough-Rouge River (42),42,128,Agincourt South-Malvern West (128),331
-79.4466897,43.75631293,80781641,7001609405,2017,2017-09-05T04:00:00.000Z,1832,18,CODSELL AVE,MAXWELL ST, ,Local,North York,43.75631293,-79.4466897,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,40,South, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D32,York Centre (10),10,34,Bathurst Manor (34),332
-79.57332239,43.7646633,80500883,6000414700,2016,2016-03-09T05:00:00.000Z,1835,18,STEELES AVE W,ISLINGTON AVE, ,Major Arterial,Etobicoke York,43.7646633,-79.57332239,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Rear End,Motorcycle Driver,25 to 29,Fatal,16,West,Motorcycle,Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , , ,Yes, , , , ,Yes,Yes, , , ,D31,York West (7),7,21,Humber Summit (21),333
-79.35619029,43.64904538,6622971,1230701,2011,2011-04-30T04:00:00.000Z,1837,18,F G GARDINER XY Expr E,CHERRY ST, ,Expressway,Toronto East York,43.64904538,-79.35619029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,8,East,Motorcycle,Going Ahead,Exceeding Speed Limit,Had Been Drinking, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,D51,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77),334
-79.30789029,43.67394538,5407846,1059399,2008,2008-09-17T04:00:00.000Z,1838,18,KINGSTON RD,WOODBINE AVE, ,Major Arterial,Toronto East York,43.67394538,-79.30789029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Truck Driver,45 to 49,Fatal,40,West,Truck - Open,Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, ,Yes, , , , , , , ,Yes,D55,Beaches-East York (32),32,63,The Beaches (63),335
-79.442485909999988,43.63942679,7855344,1372001,2013,2013-08-23T04:00:00.000Z,1840,18,QUEEN ST W,WILSON PARK RD, ,Major Arterial,Toronto East York,43.63942679,-79.44248591,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,34,South, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D14,Parkdale-High Park (14),14,85,South Parkdale (85),336
-79.32800684,43.69412573,8000213,143474139,2014,2014-12-12T05:00:00.000Z,1840,18,COXWELL AVE,COSBURN AVE, ,Minor Arterial,Toronto East York,43.69412573,-79.32800684,Intersection, ,Traffic Signal,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,51,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D54,Beaches-East York (31),31,59,Danforth East York (59),337
-79.589590290000018,43.695545380000013,7467253,1316338,2012,2012-09-22T04:00:00.000Z,1845,18,264 ATTWELL DR, , ,Collector,Etobicoke York,43.69554538,-79.58959029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,32,South,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),338
-79.26276789,43.8278118,80790890,7003236001,2017,2017-12-20T05:00:00.000Z,1845,18,PASSMORE AVE,MAYBROOK DR, ,Collector,Scarborough,43.8278118,-79.26276789,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,61,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D42,Scarborough-Rouge River (41),41,130,Milliken (130),339
-79.28389368000002,43.77314718,7808074,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Major Arterial,Scarborough,43.77314718,-79.28389368,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,10,North,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Unknown, ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,D41,Scarborough-Agincourt (40),40,126,Dorset Park (126),340
-79.41570673,43.79535635,80000017,131092293,2013,2013-12-04T05:00:00.000Z,1847,18,DUMONT ST,OTONABEE AVE, ,Local,North York,43.79535635,-79.41570673,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,61,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Willowdale (24),24,50,Newtonbrook East (50),341
-79.28029261,43.68464621,7843224,1366764,2013,2013-07-18T04:00:00.000Z,1850,18,185 FALLINGBROOK RD, , ,Collector,Scarborough,43.68464621,-79.28029261,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,22,Unknown, , , , ,Pedestrian hit at mid-block,Other,Had Been Drinking, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Southwest (36),36,122,Birchcliffe-Cliffside (122),342
-79.215091799999982,43.81874426,7774165,1334928,2013,2013-01-10T05:00:00.000Z,1851,18,MORNINGSIDE AVE,OLD FINCH AVE, ,Minor Arterial,Scarborough,43.81874426,-79.2150918,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,70 to 74,Fatal,1,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , ,Yes, , ,Yes,Yes,Yes, , ,D42,Scarborough-Rouge River (42),42,132,Malvern (132),343
-79.45669029,43.751645379999985,7527537,1302631,2012,2012-07-08T04:00:00.000Z,1855,18,SHEPPARD AVE W,WILSON HEIGHTS BLVD, ,Major Arterial,North York,43.75164538,-79.45669029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,19,South,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D32,York Centre (10),10,33,Clanton Park (33),344
-79.421990289999982,43.65244538,4293565,1006875,2007,2007-12-05T05:00:00.000Z,1856,18,OSSINGTON AVE,CHURCHILL AVE, ,Minor Arterial,Toronto East York,43.65244538,-79.42199029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,0,West,Other, , , ,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking, , , ,Yes, ,Yes, , , , , , , , , , ,D14,Trinity-Spadina (19),19,81,Trinity-Bellwoods (81),345
-79.36610804,43.78190954,80741751,7000734516,2017,2017-04-26T04:00:00.000Z,1857,18,LESLIE ST,CORNING RD, ,Major Arterial,North York,43.78190954,-79.36610804,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,30 to 34,Fatal,20,South,Motorcycle,Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes,Yes, , , , , ,Yes, , , ,D33,Don Valley East (33),33,47,Don Valley Village (47),346
-79.61981592,43.75417288,7867899,1377364,2013,2013-09-25T04:00:00.000Z,1859,18,STEELES AVE W,STEINWAY BLVD, ,Major Arterial,Etobicoke York,43.75417288,-79.61981592,Intersection, ,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,55 to 59,Fatal,42,East,Motorcycle,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,D23,Etobicoke North (1),1,1,West Humber-Clairville (1),347
-79.45260248000001,43.65686377,80000032,142471584,2014,2014-07-10T04:00:00.000Z,1909,19,BLOOR ST W,DUNDAS ST W, ,Minor Arterial,Toronto East York,43.65686377,-79.45260248,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,13,East, , , , ,Vehicle is reversing and hits pedestrian,Other,Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D11,Parkdale-High Park (14),14,88,High Park North (88),348
-79.26129029,43.77004538,4178251,972841,2007,2007-06-01T04:00:00.000Z,1910,19,ELLESMERE RD,BRIMLEY RD, ,Major Arterial,Scarborough,43.77004538,-79.26129029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,0,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,D43,Scarborough Centre (38),38,127,Bendale (127),349
-79.57079029,43.69154538,6679376,1255565,2011,2011-09-23T04:00:00.000Z,1912,19,MARTIN GROVE Road,DIXON Road, ,Major Arterial,Etobicoke York,43.69154538,-79.57079029,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,25,East,Other,Other, , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Inattentive, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),350
-79.28068171,43.764499269999988,80497621,6000014911,2016,2016-01-03T05:00:00.000Z,1915,19,1400 KENNEDY RD, ,196 m North of,Major Arterial,Scarborough,43.76449927,-79.28068171,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,1,Unknown, , , , ,Pedestrian hit at mid-block,Crossing without right of way,Had Been Drinking, , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,D41,Scarborough Centre (37),37,126,Dorset Park (126),351
-79.54139338,43.6852146,80197062,1501750958,2015,2015-10-10T04:00:00.000Z,1919,19,ISLINGTON AVE,DEERFOOT RD, ,Major Arterial,Etobicoke York,43.6852146,-79.54139338,Intersection, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,50,Unknown, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,D23,Etobicoke Centre (4),4,7,Willowridge-Martingrove-Richview (7),352
-79.37205897,43.71208533,80565853,6001868616,2016,2016-10-20T04:00:00.000Z,1922,19,EGLINTON AVE E,HANNA RD, ,Major Arterial,North York,43.71208533,-79.37205897,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,65,Unknown, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,D53,Don Valley West (26),26,56,Leaside-Bennington (56),353
-79.3031045,43.72583349,80000054,143117140,2014,2014-10-16T04:00:00.000Z,1927,19,VICTORIA PARK AVE,EGLINTON AVE E, ,Major Arterial,Scarborough,43.72583349,-79.3031045,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,35,West, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Centre (37),37,119,Wexford/Maryvale (119),354
-79.42703638,43.70066794000001,80565361,6001741045,2016,2016-09-30T04:00:00.000Z,1928,19,EGLINTON AVE W,CHILTERN HILL RD, ,Major Arterial,Toronto East York,43.70066794,-79.42703638,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,61,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D13,St. Paul's (21),21,106,Humewood-Cedarvale (106),355
-79.242490290000021,43.79304538,5792492,1111945,2009,2009-06-30T04:00:00.000Z,1930,19,5050 SHEPPARD AVE E, , ,Major Arterial,Scarborough,43.79304538,-79.24249029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,24,East,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,On Sidewalk or Shoulder,Normal, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,D42,Scarborough-Rouge River (42),42,128,Agincourt South-Malvern West (128),356
-79.60189029,43.73154538,4226029,993818,2007,2007-09-28T04:00:00.000Z,1932,19,HIGHWAY 27  N,HUMBER COLLEGE BLVD, ,Major Arterial,Etobicoke York,43.73154538,-79.60189029,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,0,West,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke North (1),1,1,West Humber-Clairville (1),357
-79.3788949,43.66763647,80681705,7000485980,2017,2017-03-18T04:00:00.000Z,1932,19,JARVIS ST,EARL PL,30 m South of,Major Arterial,Toronto East York,43.66763647,-79.3788949,Mid-Block,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,12,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability, , , ,Yes, ,Yes, , , , , , , , , , ,D51,Toronto Centre-Rosedale (27),27,74,North St.James Town (74),358
-79.20087061,43.80516012,80490055,5001722553,2015,2015-10-06T04:00:00.000Z,621,6,MORNINGSIDE AVE,SHEPPARD AVE E,358 m North of,Major Arterial,Scarborough,43.80516012,-79.20087061,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Rear End,Driver,50 to 54,Fatal,49,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , ,Yes, , , , , , , ,D42,Scarborough-Rouge River (42),42,132,Malvern (132),359
-79.27699029,43.70254538,5808587,1138618,2009,2009-11-24T05:00:00.000Z,630,6,WARDEN AVE,CATARAQUI CRES, ,Minor Arterial,Scarborough,43.70254538,-79.27699029,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,42,East,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120),360
-79.39499029,43.64544538,6689759,1260146,2011,2011-10-21T04:00:00.000Z,630,6,SPADINA AVE W,KING ST W, ,Major Arterial,Toronto East York,43.64544538,-79.39499029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,29,East,Other, , , ,Other / Undefined,Walking on Roadway Against Traffic,Unknown, , , ,Yes, , , ,Yes, , ,Yes, , , , , ,D52,Trinity-Spadina (20),20,77,Waterfront Communities-The Island (77),361
-79.31575403,43.79676398,80565040,6001535813,2016,2016-08-30T04:00:00.000Z,630,6,WARDEN AVE,FINCH AVE E,25M,Major Arterial,Scarborough,43.79676398,-79.31575403,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Passenger,25 to 29,Fatal,54, , , , , , , , , , , , , ,Yes, , ,Yes, ,Yes, , , , , ,D42,Scarborough-Agincourt (40),40,117,L'Amoreaux (117),362
-79.45055781,43.63919028,80489687,5001649654,2015,2015-09-24T04:00:00.000Z,636,6,THE QUEENSWAY,GLENDALE AVE,57 m East of,Major Arterial,Toronto East York,43.63919028,-79.45055781,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,51,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D11,Parkdale-High Park (14),14,87,High Park-Swansea (87),363
-79.44449029,43.74684538,5809277,1144154,2009,2009-12-24T05:00:00.000Z,640,6,MARWILL ST,ALMORE AVE, ,Local,North York,43.74684538,-79.44449029,Intersection, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,48,South,Other, , , ,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D32,York Centre (10),10,33,Clanton Park (33),364
-79.28629029,43.75114538,4153882,962132,2007,2007-03-31T04:00:00.000Z,643,6,BIRCHMOUNT RD,MERRYFIELD DR, ,Major Arterial,Scarborough,43.75114538,-79.28629029,Mid-Block, ,No Control,Clear,Dawn,Dry,Fatal,Approaching,Driver,30 to 34,Fatal,0,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Unknown, , , , , , , , ,Yes, , , , , , ,Yes, , , ,D41,Scarborough Centre (37),37,126,Dorset Park (126),365
-79.44829188,43.67154654,7542674,1327099,2012,2012-11-23T05:00:00.000Z,643,6,DAVENPORT RD,LANSDOWNE AVE, ,Minor Arterial,Etobicoke York,43.67154654,-79.44829188,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,39,North,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.", , , ,Yes,Yes, , , , , , ,Yes,Yes, , ,D13,Davenport (17),17,93,Dovercourt-Wallace Emerson-Junction (93),366
-79.301937200000012,43.81212958,80000072,2015275153,2015,2015-02-16T05:00:00.000Z,644,6,KENNEDY RD,MCNICOLL AVE, ,Major Arterial,Scarborough,43.81212958,-79.3019372,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,6,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,D42,Scarborough-Agincourt (39),39,130,Milliken (130),367
-79.33273707,43.68923147,80000080,2015406927,2015,2015-03-10T04:00:00.000Z,645,6,452 MORTIMER AVE, , ,Minor Arterial,Toronto East York,43.68923147,-79.33273707,Intersection, ,No Control,Clear,"Dawn, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,10,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D54,Toronto-Danforth (29),29,59,Danforth East York (59),368
-79.56476984,43.76653631,5215511,1093819,2009,2009-03-11T04:00:00.000Z,652,6,STEELES AVE W,PINE VALLEY  DR, ,Major Arterial,Etobicoke York,43.76653631,-79.56476984,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,7,South,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, , , ,Yes, , , , , , , , ,D31,York West (7),7,21,Humber Summit (21),369
-79.453290289999984,43.71414538,7529123,1323544,2012,2012-11-01T04:00:00.000Z,652,6,LAWRENCE AVE W,CORONA ST, ,Major Arterial,North York,43.71414538,-79.45329029,Mid-Block, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,37,Unknown,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , ,Yes,Yes,Yes, , , ,D13,Eglinton-Lawrence (15),15,31,Yorkdale-Glen Park (31),370
-79.6128808,43.75564154,80782623,7001671435,2017,2017-09-15T04:00:00.000Z,652,6,STEELES AVE W,HIGHWAY 27  N,200 m East of,Major Arterial,North York,43.75564154,-79.6128808,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,55 to 59,Fatal,41, , , , , , , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, , , ,D23,Etobicoke North (1),1,1,West Humber-Clairville (1),371
-79.39019029,43.70844538,6098472,1148390,2010,2010-01-18T05:00:00.000Z,655,6,MOUNT PLEASANT RD,EGLINTON AVE E, ,Major Arterial,Toronto East York,43.70844538,-79.39019029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,4,South,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,D53,St. Paul's (22),22,99,Mount Pleasant East (99),372
-79.45055018,43.69101675,80542826,6001088034,2016,2016-06-22T04:00:00.000Z,655,6,DYNEVOR RD,KIRKNEWTON RD, ,Local,Etobicoke York,43.69101675,-79.45055018,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,39,Unknown, , , , ,Pedestrian hit at mid-block,Other,Normal, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D13,Davenport (17),17,109,Caledonia-Fairbank (109),373
-79.28109029,43.76574538,5298469,1130393,2009,2009-10-13T04:00:00.000Z,656,6,KENNEDY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.76574538,-79.28109029,Intersection, ,Traffic Signal,Rain,Dawn,Wet,Fatal,SMV Other,Passenger,35 to 39,Fatal,29, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,D41,Scarborough Centre (37),37,126,Dorset Park (126),374
-79.32219029,43.806045379999986,4133908,953178,2007,2007-02-14T05:00:00.000Z,700,7,MCNICOLL AVE,WARDEN AVE, ,Minor Arterial,Scarborough,43.80604538,-79.32219029,Mid-Block, ,No Control,Snow,Dark,Packed Snow,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,0,North,Other, , , ,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,D42,Scarborough-Agincourt (39),39,116,Steeles (116),375
-79.44849029,43.69134538,6098826,1148773,2010,2010-01-20T05:00:00.000Z,700,7,DUFFERIN ST,PRESTON RD, ,Major Arterial,Etobicoke York,43.69134538,-79.44849029,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,5,East,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Unknown, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D13,Davenport (17),17,109,Caledonia-Fairbank (109),376
-79.432890290000017,43.78124538,6168415,1180110,2010,2010-07-31T04:00:00.000Z,700,7,GRANTBROOK ST,CHARLTON BLVD, ,Collector,North York,43.78124538,-79.43289029,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Passenger,25 to 29,Fatal,27, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,D32,Willowdale (23),23,36,Newtonbrook West (36),377
